epi_week,date,newCases,totalCases,newDeaths,deaths,deaths_by_totalCases,vaccinated,vaccinated_single,vaccinated_second,activeCases
213,2022-03-29,30056,29882397,285,659241,0.02206,176330919.0,5133100.0,154927146.0,1856847.0
213,2022-03-30,33937,29916334,263,659504,0.02204,176422071.0,5136717.0,155173973.0,1890521.0
213,2022-03-31,31561,29947895,253,659757,0.02203,176477289.0,5139122.0,155352755.0,1921829.0
213,2022-04-01,27270,29975165,245,660002,0.02202,176528724.0,5143044.0,155517616.0,1948854.0
213,2022-04-02,17062,29992227,106,660108,0.02201,176563860.0,5145294.0,155613259.0,1965810.0
214,2022-04-03,7210,29999437,39,660147,0.02201,176576186.0,5145843.0,155649865.0,1972981.0
214,2022-04-04,13361,30012798,165,660312,0.022,176604584.0,5147361.0,155740985.0,1986177.0
214,2022-04-05,27331,30040129,216,660528,0.02199,176674889.0,5153093.0,155920611.0,2013292.0
214,2022-04-06,27120,30067249,195,660723,0.02197,176737679.0,5181545.0,156079909.0,2040217.0
214,2022-04-07,26502,30093751,250,660973,0.02196,176786142.0,5184465.0,156224562.0,2066469.0
214,2022-04-08,30212,30123963,149,661122,0.02195,176836950.0,5189438.0,156387667.0,2096532.0
214,2022-04-09,21229,30145192,98,661220,0.02193,176866093.0,5194129.0,156462544.0,2117663.0
215,2022-04-10,7210,30152402,38,661258,0.02193,176877847.0,5197333.0,156500632.0,2124835.0
215,2022-04-11,8803,30161205,69,661327,0.02193,176928391.0,5199328.0,156652988.0,2133569.0
215,2022-04-12,22724,30183929,166,661493,0.02192,176977228.0,5202839.0,156802928.0,2156127.0
215,2022-04-13,26924,30210853,163,661656,0.0219,177003076.0,5207076.0,156888019.0,2182888.0
215,2022-04-14,23171,30234024,140,661796,0.02189,177052730.0,5210295.0,157045240.0,2205919.0
215,2022-04-15,13278,30247302,111,661907,0.02188,177061552.0,5210792.0,157081417.0,2219086.0
215,2022-04-16,2775,30250077,31,661938,0.02188,177128090.0,5211729.0,157136156.0,2221830.0
216,2022-04-17,2541,30252618,22,661960,0.02188,177131353.0,5211927.0,157142204.0,2224349.0
216,2022-04-18,8470,30261088,66,662026,0.02188,177164849.0,5212896.0,157240465.0,2217646.0
216,2022-04-19,14131,30275219,125,662151,0.02187,177437560.0,5216061.0,157434629.0,2231652.0
216,2022-04-20,36750,30311969,263,662414,0.02185,177471803.0,5218181.0,157649663.0,2268139.0
216,2022-04-21,18660,30330629,92,662506,0.02184,177512188.0,5219082.0,157771135.0,2286707.0
216,2022-04-22,8068,30338697,51,662557,0.02184,177523166.0,5219372.0,157798026.0,2294724.0
216,2022-04-23,6957,30345654,53,662610,0.02184,177541898.0,5219455.0,157864022.0,2301628.0
217,2022-04-24,3809,30349463,36,662646,0.02183,177542035.0,5219474.0,157864491.0,2305401.0
217,2022-04-25,6456,30355919,76,662722,0.02183,177571249.0,5220749.0,157939954.0,2311781.0
217,2022-04-26,22142,30378061,144,662866,0.02182,177596551.0,5222590.0,158015140.0,2333779.0
217,2022-04-27,20943,30399004,245,663111,0.02181,177657882.0,5225375.0,158204759.0,2354477.0
217,2022-04-28,19916,30418920,114,663225,0.0218,177699439.0,5227129.0,158342284.0,2374279.0
217,2022-04-29,14122,30433042,185,663410,0.0218,177732819.0,5228362.0,158447653.0,2388216.0
217,2022-04-30,15194,30448236,87,663497,0.02179,177742670.0,5228671.0,158478064.0,2403323.0
218,2022-05-01,6263,30454499,16,663513,0.02179,177755066.0,5229451.0,158511889.0,2409570.0
218,2022-05-02,6498,30460997,89,663602,0.02179,177795708.0,5230318.0,158620998.0,2415979.0
218,2022-05-03,21432,30482429,92,663694,0.02177,177835975.0,5231351.0,158734638.0,2437319.0
218,2022-05-04,20072,30502501,65,663759,0.02176,177904423.0,5232950.0,158898213.0,2457326.0
218,2022-05-05,21682,30524183,137,663896,0.02175,177925477.0,5233446.0,158977080.0,2478871.0
218,2022-05-06,19725,30543908,195,664091,0.02174,177973729.0,5234776.0,159073745.0,2498401.0
218,2022-05-07,14622,30558530,35,664126,0.02173,177983320.0,5235263.0,159105029.0,2512988.0
219,2022-05-08,6006,30564536,13,664139,0.02173,177993463.0,5235432.0,159120028.0,2518981.0
219,2022-05-09,9709,30574245,53,664192,0.02172,178016825.0,5236047.0,159163397.0,2528637.0
219,2022-05-10,20143,30594388,198,664390,0.02172,178032949.0,5236828.0,159224035.0,2548582.0
219,2022-05-11,23398,30617786,126,664516,0.0217,178177107.0,5238776.0,159534555.0,2571854.0
219,2022-05-12,21344,30639130,125,664641,0.02169,178224737.0,5251971.0,159612601.0,2593073.0
219,2022-05-13,25609,30664739,139,664780,0.02168,178236435.0,5252448.0,159650417.0,2618543.0
219,2022-05-14,17355,30682094,92,664872,0.02167,178237945.0,5252506.0,159658565.0,2635806.0
220,2022-05-15,6296,30688390,46,664918,0.02167,178239576.0,5252520.0,159663318.0,2642056.0
220,2022-05-16,13510,30701900,69,664987,0.02166,178252430.0,5255219.0,159714596.0,2655497.0
220,2022-05-17,26386,30728286,229,665216,0.02165,178269501.0,5259795.0,159756130.0,2681654.0
220,2022-05-18,13525,30741811,103,665319,0.02164,178299681.0,5261444.0,159873886.0,2695076.0
220,2022-05-19,10415,30752226,114,665433,0.02164,178334769.0,5262222.0,159923753.0,2705377.0
220,2022-05-20,10187,30762413,60,665493,0.02163,178343471.0,5262675.0,159980369.0,2715504.0
220,2022-05-21,16194,30778607,35,665528,0.02162,178347801.0,5262775.0,159992506.0,2731663.0
221,2022-05-22,12613,30791220,99,665627,0.02162,178348163.0,5262791.0,159994344.0,2744177.0
221,2022-05-23,12775,30803995,39,665666,0.02161,178708084.0,5264478.0,160065355.0,2756913.0
221,2022-05-24,32820,30836815,239,665905,0.02159,178757918.0,5266316.0,160202567.0,2789494.0
221,2022-05-25,9787,30846602,132,666037,0.02159,178784709.0,5268154.0,160282246.0,2799149.0
221,2022-05-26,33910,30880512,143,666180,0.02157,178832168.0,5272936.0,160329979.0,2832916.0
221,2022-05-27,40633,30921145,139,666319,0.02155,178890071.0,5277612.0,160416133.0,2873410.0
221,2022-05-28,24239,30945384,72,666391,0.02153,178927263.0,5278261.0,160457034.0,2897577.0
222,2022-05-29,8195,30953579,62,666453,0.02153,178933049.0,5278424.0,160472023.0,2905710.0
222,2022-05-30,24082,30977661,63,666516,0.02152,178952713.0,5278955.0,160509924.0,2929729.0
222,2022-05-31,41377,31019038,160,666676,0.02149,178961451.0,5279437.0,160541059.0,2970946.0
222,2022-06-01,40979,31060017,125,666801,0.02147,178991884.0,5280760.0,160653642.0,3011800.0
222,2022-06-02,41273,31101290,127,666928,0.02144,179015619.0,5281259.0,160686131.0,3052946.0
222,2022-06-03,36189,31137479,43,666971,0.02142,179079972.0,5284090.0,160793711.0,3089092.0
222,2022-06-04,15590,31153069,26,666997,0.02141,179125995.0,5287409.0,160863957.0,3104656.0
223,2022-06-05,6266,31159335,8,667005,0.02141,179134994.0,5287777.0,160884603.0,3110914.0
223,2022-06-06,35783,31195118,36,667041,0.02138,179147869.0,5289130.0,160916681.0,3146661.0
223,2022-06-07,71045,31266163,307,667348,0.02134,179184655.0,5290603.0,160992471.0,3217399.0
223,2022-06-08,49614,31315777,299,667647,0.02132,179200482.0,5294483.0,161152204.0,3266714.0
223,2022-06-09,45073,31360850,143,667790,0.02129,179303691.0,5295727.0,161225513.0,3311644.0
223,2022-06-10,56491,31417341,170,667960,0.02126,179313508.0,5297420.0,161263163.0,3367965.0
223,2022-06-11,27796,31445137,114,668074,0.02125,179327516.0,5298510.0,161300609.0,3395647.0
224,2022-06-12,11728,31456865,36,668110,0.02124,179332545.0,5298789.0,162434831.0,3407339.0
224,2022-06-13,40173,31497038,70,668180,0.02121,179341739.0,5299920.0,162459474.0,3447442.0
224,2022-06-14,44441,31541479,174,668354,0.02119,179354732.0,5300915.0,162486282.0,3491709.0
224,2022-06-15,70290,31611769,339,668693,0.02115,179369834.0,5301942.0,162527989.0,3561660.0
224,2022-06-16,32934,31644703,151,668844,0.02114,179454264.0,5307450.0,162623092.0,3594443.0
224,2022-06-17,28672,31673375,72,668916,0.02112,179460000.0,5307628.0,162639543.0,3623043.0
224,2022-06-18,20127,31693502,94,669010,0.02111,179466698.0,5307935.0,162655333.0,3643076.0
225,2022-06-19,10691,31704193,55,669065,0.0211,179468913.0,5308012.0,162665196.0,3653712.0
225,2022-06-20,50272,31754465,96,669161,0.02107,179488779.0,5308538.0,162752924.0,3703888.0
225,2022-06-21,64362,31818827,229,669390,0.02104,179516593.0,5309377.0,162790713.0,3768021.0
225,2022-06-22,71906,31890733,140,669530,0.02099,179542070.0,5310006.0,162867473.0,3839787.0
225,2022-06-23,72049,31962782,365,669895,0.02096,179570091.0,5310724.0,162933482.0,3911471.0
225,2022-06-24,60384,32023166,334,670229,0.02093,179584285.0,5312026.0,162954320.0,3971521.0
225,2022-06-25,38793,32061959,140,670369,0.02091,179586460.0,5312101.0,162959093.0,4010174.0
226,2022-06-26,16679,32078638,36,670405,0.0209,179588170.0,5312104.0,162960773.0,4026817.0
226,2022-06-27,51678,32130316,127,670532,0.02087,179603411.0,5313489.0,162984593.0,4078368.0
226,2022-06-28,76638,32206954,316,670848,0.02083,179668136.0,5322456.0,163249060.0,4154690.0
226,2022-06-29,75925,32282879,277,671125,0.02079,179681024.0,5323185.0,163268852.0,4230338.0
226,2022-06-30,75139,32358018,291,671416,0.02075,179700733.0,5323631.0,163289686.0,4305186.0
226,2022-07-01,76045,32434063,284,671700,0.02071,179750695.0,5327651.0,163430943.0,4380947.0
226,2022-07-02,37784,32471847,158,671858,0.02069,179761572.0,5328025.0,163462667.0,4418573.0
